index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate,memory_total(MiB),memory_free(MiB),memory_used(MiB)
0, 2022/05/12 14:22:57.078, 178.78 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:22:57.080, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:22:57.082, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:22:57.084, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:22:57.086, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:22:57.087, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:22:57.090, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:22:57.091, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:02.094, 169.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:02.096, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:02.097, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:02.099, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:02.101, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:02.103, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:02.105, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:02.107, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:07.109, 165.22 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:07.111, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:07.114, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:07.116, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:07.118, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:07.120, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:07.122, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:07.124, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:12.126, 183.13 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:12.128, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:12.130, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:12.132, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:12.134, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:12.135, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:12.137, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:12.139, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:17.141, 186.65 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:17.143, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:17.145, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:17.147, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:17.149, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:17.151, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:17.153, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:17.155, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:22.157, 162.42 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:22.159, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:22.161, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:22.163, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:22.165, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:22.166, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:22.168, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:22.170, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:27.173, 178.89 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,36%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:27.175, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:27.178, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:27.180, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:27.182, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:27.184, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:27.186, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:27.188, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:32.190, 176.10 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:32.192, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:32.194, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:32.196, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:32.197, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:32.199, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:32.201, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:32.203, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:37.205, 175.02 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,36%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:37.207, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:37.209, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:37.211, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:37.213, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:37.215, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:37.217, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:37.220, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:42.222, 181.80 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:42.224, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:42.226, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:42.228, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:42.232, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:42.234, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:42.235, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:42.237, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:47.239, 163.18 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:47.241, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:47.243, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:47.245, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:47.247, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32507,3
5, 2022/05/12 14:23:47.249, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:47.251, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:47.252, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:52.255, 166.30 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,33%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:52.256, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:52.258, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:52.261, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:52.263, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:52.265, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:52.266, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:52.268, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:23:57.270, 177.56 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:23:57.273, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:23:57.275, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:23:57.277, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:23:57.279, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:23:57.281, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:23:57.283, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:23:57.285, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:02.288, 168.24 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:02.290, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:02.293, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:02.295, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:02.297, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:02.299, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:02.301, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:02.302, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:07.305, 197.79 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:07.307, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:07.308, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:07.310, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:07.312, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:07.314, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:07.316, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:07.318, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:12.320, 170.77 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:12.322, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:12.324, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:12.327, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:12.328, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:12.330, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:12.332, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:12.334, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:17.336, 176.35 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:17.339, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:17.341, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:17.343, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:17.344, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:17.346, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:17.348, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:17.350, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:22.352, 164.25 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:22.354, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:22.356, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:22.358, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:22.360, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:22.362, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:22.363, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:22.365, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:27.368, 154.08 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:27.369, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:27.371, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:27.374, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:27.375, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32507,3
5, 2022/05/12 14:24:27.377, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:27.379, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:27.381, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:32.383, 169.80 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],91%,28%,45, P0,32510,27673,4837
1, 2022/05/12 14:24:32.385, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:32.387, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:32.389, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:32.391, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32507,3
5, 2022/05/12 14:24:32.393, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:32.395, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:32.396, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:37.399, 178.78 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:37.400, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:37.402, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:37.404, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:37.406, 41.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32507,3
5, 2022/05/12 14:24:37.408, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:37.410, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:37.412, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:42.414, 177.44 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:42.416, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:42.418, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:42.420, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:42.422, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:42.423, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:42.426, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:42.428, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:47.430, 163.28 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],86%,35%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:47.432, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:47.434, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:47.436, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:47.438, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:24:47.439, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:47.441, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:47.443, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:52.446, 161.94 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:52.449, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:52.451, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:52.453, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:52.455, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32507,3
5, 2022/05/12 14:24:52.457, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:24:52.459, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:24:52.461, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:24:57.463, 173.57 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],85%,34%,46, P0,32510,27673,4837
1, 2022/05/12 14:24:57.465, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,34, P0,32510,32507,3
2, 2022/05/12 14:24:57.467, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:24:57.469, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:24:57.471, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
