[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:36:57|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.95 1.99 1.77
12-05 14:36:58|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.95 1.99 1.77
12-05 14:36:59|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.95 1.99 1.77
12-05 14:37:00|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.95 1.99 1.77
12-05 14:37:01|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.88 1.97 1.76
12-05 14:37:02|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.88 1.97 1.76
12-05 14:37:03|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.88 1.97 1.76
12-05 14:37:04|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.88 1.97 1.76
12-05 14:37:05|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.88 1.97 1.76
12-05 14:37:06|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.81 1.95 1.76
12-05 14:37:07|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.81 1.95 1.76
12-05 14:37:08|  2   0  98   0   0   0|16.0G  102M 3823M  735G|1.81 1.95 1.76
12-05 14:37:09|  1   0  99   0   0   0|16.0G  102M 3823M  735G|1.81 1.95 1.76
12-05 14:37:10|  3   1  96   0   0   0|15.9G  102M 3823M  735G|1.81 1.95 1.76
12-05 14:37:11|  4   0  96   0   0   0|16.0G  102M 3823M  735G|1.82 1.95 1.76
12-05 14:37:12|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.82 1.95 1.76
12-05 14:37:13|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.82 1.95 1.76
12-05 14:37:14|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.82 1.95 1.76
12-05 14:37:15|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.82 1.95 1.76
12-05 14:37:16|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.92 1.97 1.77
12-05 14:37:17|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.92 1.97 1.77
12-05 14:37:18|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.92 1.97 1.77
12-05 14:37:19|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.92 1.97 1.77
12-05 14:37:20|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.92 1.97 1.77
12-05 14:37:21|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.77
12-05 14:37:22|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.77
12-05 14:37:23|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.77
12-05 14:37:24|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.77
12-05 14:37:25|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.77
12-05 14:37:26|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:27|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:28|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:29|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:30|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:31|  1   0  99   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:32|  2   1  97   0   0   0|15.9G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:33|  5   0  95   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:34|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:35|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:36|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:37|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:38|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:39|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:40|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.00 1.99 1.78
12-05 14:37:41|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:42|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:43|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:44|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:45|  3   0  97   0   0   0|16.1G  102M 3823M  735G|2.08 2.00 1.78
12-05 14:37:46|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.99 1.99 1.78
12-05 14:37:47|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.99 1.99 1.78
12-05 14:37:48|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.99 1.99 1.78
12-05 14:37:49|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.99 1.99 1.78
12-05 14:37:50|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.99 1.99 1.78
12-05 14:37:51|  3   0  97   0   0   0|16.1G  102M 3823M  735G|2.15 2.02 1.79
12-05 14:37:52|  3   0  97   0   0   0|16.1G  102M 3824M  735G|2.15 2.02 1.79
12-05 14:37:53|  1   0  99   0   0   0|16.1G  102M 3823M  735G|2.15 2.02 1.79
12-05 14:37:54|  2   1  98   0   0   0|15.8G  102M 3823M  735G|2.15 2.02 1.79
12-05 14:37:55|  5   0  94   0   0   0|16.0G  102M 3823M  735G|2.15 2.02 1.79
12-05 14:37:56|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.79
12-05 14:37:57|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.79
12-05 14:37:58|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.79
12-05 14:37:59|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.79
12-05 14:38:00|  3   0  97   0   0   0|16.0G  102M 3825M  735G|2.06 2.00 1.79
12-05 14:38:01|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.79
12-05 14:38:02|  3   0  97   0   0   0|16.0G  102M 3822M  735G|2.05 2.00 1.79
12-05 14:38:03|  3   0  97   0   0   0|16.0G  102M 3829M  735G|2.05 2.00 1.79
12-05 14:38:04|  3   0  97   0   0   0|16.0G  102M 3824M  735G|2.05 2.00 1.79
12-05 14:38:05|  3   0  97   0   0   0|16.0G  102M 3824M  735G|2.05 2.00 1.79
12-05 14:38:06|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.13 2.02 1.79
12-05 14:38:07|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.13 2.02 1.79
12-05 14:38:08|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.13 2.02 1.79
12-05 14:38:09|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.13 2.02 1.79
12-05 14:38:10|  3   0  97   0   0   0|16.0G  102M 3824M  735G|2.13 2.02 1.79
12-05 14:38:11|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.96 1.99 1.78
12-05 14:38:12|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.96 1.99 1.78
12-05 14:38:13|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.96 1.99 1.78
12-05 14:38:14|  3   0  97   0   0   0|16.0G  102M 3825M  735G|1.96 1.99 1.78
12-05 14:38:15|  2   0  98   0   0   0|16.0G  102M 3825M  735G|1.96 1.99 1.78
12-05 14:38:16|  1   0  98   0   0   0|15.6G  102M 3825M  735G|1.88 1.97 1.78
12-05 14:38:17|  2   0  97   0   0   0|15.7G  102M 3825M  735G|1.88 1.97 1.78
12-05 14:38:18|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.88 1.97 1.78
12-05 14:38:19|  2   0  98   0   0   0|15.7G  102M 3825M  735G|1.88 1.97 1.78
12-05 14:38:20|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.88 1.97 1.78
12-05 14:38:21|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.81 1.95 1.78
12-05 14:38:22|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.81 1.95 1.78
12-05 14:38:23|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.81 1.95 1.78
12-05 14:38:24|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.81 1.95 1.78
12-05 14:38:25|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.81 1.95 1.78
12-05 14:38:26|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.75 1.94 1.77
12-05 14:38:27|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.75 1.94 1.77
12-05 14:38:28|  2   0  98   0   0   0|15.7G  102M 3826M  735G|1.75 1.94 1.77
12-05 14:38:29|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.75 1.94 1.77
12-05 14:38:30|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.75 1.94 1.77
12-05 14:38:31|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.77 1.94 1.77
12-05 14:38:32|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.77 1.94 1.77
12-05 14:38:33|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.77 1.94 1.77
12-05 14:38:34|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.77 1.94 1.77
12-05 14:38:35|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.77 1.94 1.77
12-05 14:38:36|  1   0  99   0   0   0|15.7G  102M 3823M  735G|1.79 1.94 1.77
12-05 14:38:37|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.79 1.94 1.77
12-05 14:38:38|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.79 1.94 1.77
12-05 14:38:39|  2   0  98   0   0   0|15.7G  102M 3825M  735G|1.79 1.94 1.77
12-05 14:38:40|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.79 1.94 1.77
12-05 14:38:41|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.80 1.94 1.77
12-05 14:38:42|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.80 1.94 1.77
12-05 14:38:43|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.80 1.94 1.77
12-05 14:38:44|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.80 1.94 1.77
12-05 14:38:45|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.80 1.94 1.77
12-05 14:38:46|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 1.91 1.77
12-05 14:38:47|  2   0  98   0   0   0|15.7G  102M 3825M  735G|1.66 1.91 1.77
12-05 14:38:48|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 1.91 1.77
12-05 14:38:49|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.66 1.91 1.77
12-05 14:38:50|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 1.91 1.77
12-05 14:38:51|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.61 1.89 1.76
12-05 14:38:52|  2   0  98   0   0   0|15.7G  102M 3832M  735G|1.61 1.89 1.76
12-05 14:38:53|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.61 1.89 1.76
12-05 14:38:54|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.61 1.89 1.76
12-05 14:38:55|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.61 1.89 1.76
12-05 14:38:56|  1   0  98   0   0   0|15.5G  102M 3823M  735G|1.48 1.86 1.75
12-05 14:38:57|  5   1  95   0   0   0|16.0G  102M 3823M  735G|1.48 1.86 1.75
12-05 14:38:58|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.48 1.86 1.75
12-05 14:38:59|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.48 1.86 1.75
12-05 14:39:00|  3   0  97   0   0   0|16.0G  102M 3829M  735G|1.48 1.86 1.75
12-05 14:39:01|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.85 1.75
12-05 14:39:02|  3   0  96   0   0   0|16.1G  102M 3826M  735G|1.44 1.85 1.75
12-05 14:39:03|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.44 1.85 1.75
12-05 14:39:04|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.44 1.85 1.75
12-05 14:39:05|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.44 1.85 1.75
12-05 14:39:06|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.40 1.83 1.74
12-05 14:39:07|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.40 1.83 1.74
12-05 14:39:08|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.40 1.83 1.74
12-05 14:39:09|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.40 1.83 1.74
12-05 14:39:10|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.40 1.83 1.74
12-05 14:39:11|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.45 1.84 1.75
12-05 14:39:12|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.45 1.84 1.75
12-05 14:39:13|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.45 1.84 1.75
12-05 14:39:14|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.45 1.84 1.75
12-05 14:39:15|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.45 1.84 1.75
12-05 14:39:16|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.58 1.86 1.75
12-05 14:39:17|  2   0  98   0   0   0|16.1G  102M 3824M  735G|1.58 1.86 1.75
12-05 14:39:18|  1   0  99   0   0   0|16.1G  102M 3824M  735G|1.58 1.86 1.75
12-05 14:39:19|  5   1  94   0   0   0|16.0G  102M 3824M  735G|1.58 1.86 1.75
12-05 14:39:20|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.58 1.86 1.75
12-05 14:39:21|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.61 1.86 1.75
12-05 14:39:22|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.61 1.86 1.75
12-05 14:39:23|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.61 1.86 1.75
12-05 14:39:24|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.61 1.86 1.75
12-05 14:39:25|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.61 1.86 1.75
12-05 14:39:26|  3   0  97   0   0   0|16.1G  102M 3825M  735G|1.56 1.85 1.75
12-05 14:39:27|  3   0  97   0   0   0|16.1G  102M 3825M  735G|1.56 1.85 1.75
12-05 14:39:28|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.56 1.85 1.75
12-05 14:39:29|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.56 1.85 1.75
12-05 14:39:30|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.56 1.85 1.75
12-05 14:39:31|  3   0  97   0   0   0|16.1G  102M 3829M  735G|1.44 1.81 1.74
12-05 14:39:32|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.44 1.81 1.74
12-05 14:39:33|  3   0  97   0   0   0|16.1G  102M 3829M  735G|1.44 1.81 1.74
12-05 14:39:34|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.44 1.81 1.74
12-05 14:39:35|  3   0  97   0   0   0|16.1G  102M 3822M  735G|1.44 1.81 1.74
12-05 14:39:36|  3   0  97   0   0   0|16.1G  102M 3821M  735G|1.56 1.83 1.75
12-05 14:39:37|  3   0  97   0   0   0|16.1G  102M 3824M  735G|1.56 1.83 1.75
12-05 14:39:38|  3   0  97   0   0   0|16.1G  102M 3826M  735G|1.56 1.83 1.75
12-05 14:39:39|  2   0  98   0   0   0|16.1G  102M 3825M  735G|1.56 1.83 1.75
12-05 14:39:40|  1   0  99   0   0   0|16.1G  102M 3825M  735G|1.56 1.83 1.75
12-05 14:39:41|  4   1  95   0   0   0|15.9G  102M 3824M  735G|1.76 1.87 1.76
12-05 14:39:42|  3   0  97   0   0   0|15.9G  102M 3823M  735G|1.76 1.87 1.76
12-05 14:39:43|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.76 1.87 1.76
12-05 14:39:44|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.76 1.87 1.76
12-05 14:39:45|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.76 1.87 1.76
12-05 14:39:46|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.70 1.86 1.76
12-05 14:39:47|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 1.86 1.76
12-05 14:39:48|  3   0  97   0   0   0|16.0G  102M 3829M  735G|1.70 1.86 1.76
12-05 14:39:49|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 1.86 1.76
12-05 14:39:50|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 1.86 1.76
12-05 14:39:51|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.64 1.84 1.75
12-05 14:39:52|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.64 1.84 1.75
12-05 14:39:53|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.64 1.84 1.75
12-05 14:39:54|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.64 1.84 1.75
12-05 14:39:55|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.64 1.84 1.75
12-05 14:39:56|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.59 1.83 1.75
12-05 14:39:57|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.59 1.83 1.75
12-05 14:39:58|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.59 1.83 1.75
12-05 14:39:59|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.59 1.83 1.75
12-05 14:40:00|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.59 1.83 1.75
12-05 14:40:01|  2   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.83 1.75
12-05 14:40:02|  1   0  99   0   0   0|16.1G  102M 3823M  735G|1.62 1.83 1.75
12-05 14:40:03|  4   1  95   0   0   0|15.9G  102M 3823M  735G|1.62 1.83 1.75
12-05 14:40:04|  3   0  97   0   0   0|15.9G  102M 3823M  735G|1.62 1.83 1.75
12-05 14:40:05|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.62 1.83 1.75
12-05 14:40:06|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.57 1.82 1.75
12-05 14:40:07|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.57 1.82 1.75
12-05 14:40:08|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.57 1.82 1.75
12-05 14:40:09|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.57 1.82 1.75
12-05 14:40:10|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.57 1.82 1.75
12-05 14:40:11|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.45 1.79 1.74
12-05 14:40:12|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.45 1.79 1.74
12-05 14:40:13|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.45 1.79 1.74
12-05 14:40:14|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.45 1.79 1.74
12-05 14:40:15|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.45 1.79 1.74
12-05 14:40:16|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.49 1.79 1.74
12-05 14:40:17|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.49 1.79 1.74
12-05 14:40:18|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.79 1.74
12-05 14:40:19|  3   0  97   0   0   0|16.0G  102M 3829M  735G|1.49 1.79 1.74
12-05 14:40:20|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.79 1.74
12-05 14:40:21|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.45 1.78 1.73
12-05 14:40:22|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.45 1.78 1.73
12-05 14:40:23|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.45 1.78 1.73
12-05 14:40:24|  1   0  99   0   0   0|16.0G  102M 3825M  735G|1.45 1.78 1.73
12-05 14:40:25|  3   1  97   0   0   0|15.9G  102M 3823M  735G|1.45 1.78 1.73
12-05 14:40:26|  4   0  95   0   0   0|16.0G  102M 3823M  735G|1.58 1.80 1.74
12-05 14:40:27|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.58 1.80 1.74
12-05 14:40:28|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.58 1.80 1.74
12-05 14:40:29|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.58 1.80 1.74
12-05 14:40:30|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.58 1.80 1.74
12-05 14:40:31|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.78 1.74
12-05 14:40:32|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.78 1.74
12-05 14:40:33|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.78 1.74
12-05 14:40:34|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.78 1.74
12-05 14:40:35|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.53 1.78 1.74
12-05 14:40:36|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.49 1.77 1.73
12-05 14:40:37|  3   0  97   0   0   0|16.0G  102M 3822M  735G|1.49 1.77 1.73
12-05 14:40:38|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.77 1.73
12-05 14:40:39|  3   0  97   0   0   0|16.0G  102M 3825M  735G|1.49 1.77 1.73
12-05 14:40:40|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.77 1.73
12-05 14:40:41|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.61 1.79 1.74
12-05 14:40:42|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.61 1.79 1.74
12-05 14:40:43|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.61 1.79 1.74
12-05 14:40:44|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.61 1.79 1.74
12-05 14:40:45|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.61 1.79 1.74
12-05 14:40:46|  1   0  99   0   0   0|16.0G  102M 3823M  735G|1.64 1.79 1.74
12-05 14:40:47|  2   1  98   0   0   0|15.7G  102M 3823M  735G|1.64 1.79 1.74
12-05 14:40:48|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.64 1.79 1.74
12-05 14:40:49|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.64 1.79 1.74
12-05 14:40:50|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.64 1.79 1.74
12-05 14:40:51|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.59 1.78 1.74
12-05 14:40:52|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.59 1.78 1.74
12-05 14:40:53|  2   0  98   0   0   0|15.7G  103M 3825M  735G|1.59 1.78 1.74
12-05 14:40:54|  2   0  98   0   0   0|15.7G  103M 3825M  735G|1.59 1.78 1.74
12-05 14:40:55|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.59 1.78 1.74
12-05 14:40:56|  2   0  98   0   0   0|15.7G  103M 3825M  735G|1.46 1.75 1.73
12-05 14:40:57|  2   0  98   0   0   0|15.7G  103M 3825M  735G|1.46 1.75 1.73
12-05 14:40:58|  2   0  98   0   0   0|15.7G  103M 3825M  735G|1.46 1.75 1.73
12-05 14:40:59|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.46 1.75 1.73
12-05 14:41:00|  2   0  98   0   0   0|15.7G  103M 3826M  735G|1.46 1.75 1.73
12-05 14:41:01|  2   0  98   0   0   0|15.7G  103M 3832M  735G|1.42 1.74 1.72
12-05 14:41:02|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.42 1.74 1.72
12-05 14:41:03|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.42 1.74 1.72
12-05 14:41:04|  2   0  98   0   0   0|15.7G  103M 3822M  735G|1.42 1.74 1.72
12-05 14:41:05|  1   0  98   0   0   0|15.7G  103M 3822M  735G|1.42 1.74 1.72
12-05 14:41:06|  2   0  97   0   0   0|15.7G  103M 3823M  735G|1.39 1.73 1.72
12-05 14:41:07|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.39 1.73 1.72
12-05 14:41:08|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.39 1.73 1.72
12-05 14:41:09|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.39 1.73 1.72
12-05 14:41:10|  2   1  97   0   0   0|15.7G  103M 3823M  735G|1.39 1.73 1.72
12-05 14:41:11|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.28 1.70 1.71
12-05 14:41:12|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.28 1.70 1.71
12-05 14:41:13|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.28 1.70 1.71
12-05 14:41:14|  2   0  97   0   0   0|15.7G  103M 3823M  735G|1.28 1.70 1.71
12-05 14:41:15|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.28 1.70 1.71
12-05 14:41:16|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.34 1.70 1.71
12-05 14:41:17|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.34 1.70 1.71
12-05 14:41:18|  2   1  97   0   0   0|15.7G  103M 3826M  735G|1.34 1.70 1.71
12-05 14:41:19|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.34 1.70 1.71
12-05 14:41:20|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.34 1.70 1.71
12-05 14:41:21|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.55 1.74 1.72
12-05 14:41:22|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.55 1.74 1.72
12-05 14:41:23|  2   0  98   0   0   0|15.7G  103M 3823M  735G|1.55 1.74 1.72
12-05 14:41:24|  2   0  98   0   0   0|15.7G  103M 3824M  735G|1.55 1.74 1.72
12-05 14:41:25|  1   0  98   0   0   0|15.5G  103M 3811M  735G|1.55 1.74 1.72
12-05 14:41:26|  4   1  95   0   0   0|15.9G  103M 3823M  735G|1.75 1.78 1.74
12-05 14:41:27|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.75 1.78 1.74
12-05 14:41:28|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.75 1.78 1.74
12-05 14:41:29|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.75 1.78 1.74
12-05 14:41:30|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.75 1.78 1.74
12-05 14:41:31|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.77 1.78 1.74
12-05 14:41:32|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.77 1.78 1.74
12-05 14:41:33|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.77 1.78 1.74
12-05 14:41:34|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.77 1.78 1.74
